,# YTID,start_seconds,end_seconds,positive_labels
1394384,aGLztqw3bzQ,0.0,10.0,/m/0l14j_
1395308,aIcPyUvEC9k,30.0,40.0,/m/0l14j_
1395560,aJAyYNGhmKU,70.0,80.0,/m/0l14j_
1395659,aJPX_q0TMbw,30.0,40.0,/m/0l14j_
1395872,aJtYOsOMdWM,60.0,70.0,/m/0l14j_
1395941,aK1nnDMgEKc,30.0,40.0,/m/0l14j_
1395983,aK851--SvsY,30.0,40.0,/m/0l14j_
1396183,aKaWl6ykrmM,0.0,10.0,/m/0l14j_
1396507,aLPSo5FVynY,0.0,10.0,/m/0l14j_
1397751,aO_RxWtamqM,40.0,50.0,/m/0l14j_
1398429,aQBCMDSS0QA,30.0,40.0,/m/0l14j_
1398910,aRJ_6gRC638,170.0,180.0,/m/0l14j_
1399506,aSfU5OeYscY,270.0,280.0,/m/0l14j_
1399747,aTE5NJ7yoYU,390.0,400.0,/m/0l14j_
1399816,aTQMbSjdgZA,30.0,40.0,/m/0l14j_
1399946,aTifqG0oD9I,0.0,10.0,/m/0l14j_
1400036,aTuPs7ktn1E,40.0,50.0,/m/0l14j_
1400308,aUVCkr8aQTQ,300.0,310.0,/m/0l14j_
1400356,aUcH5vHZCjQ,30.0,40.0,/m/0l14j_
1401031,aWK-_LvHSU0,30.0,40.0,/m/0l14j_
1401539,aXSea94WG00,30.0,40.0,/m/0l14j_
1401697,aXsH50lFO9I,30.0,40.0,/m/0l14j_
1402217,aZ9bqZLTA5g,70.0,80.0,/m/0l14j_
1402280,aZIXAsMexME,30.0,40.0,/m/0l14j_
1403989,acFjh-R6pPc,100.0,110.0,/m/0l14j_
1403992,acG2456R7rE,60.0,70.0,/m/0l14j_
1404753,adzYNYqEHkY,110.0,120.0,/m/0l14j_
1404864,aeG6ftVED94,200.0,210.0,/m/0l14j_
1405022,aeeYfML8O94,30.0,40.0,/m/0l14j_
1405573,afqWGyxrAqU,590.0,600.0,/m/0l14j_
1405940,aggLzCM9Mq4,290.0,300.0,/m/0l14j_
1406225,ahLv5OZJfxM,50.0,60.0,/m/0l14j_
1406257,ahRYHC9Cn1s,150.0,160.0,/m/0l14j_
1407269,ajuuPDeAO1A,120.0,130.0,/m/0l14j_
1407478,akS05RSnlMU,20.0,30.0,/m/0l14j_
1407913,alUCeS8Z-5g,140.0,150.0,/m/0l14j_
1408662,anDTUoGHbHY,130.0,140.0,/m/0l14j_
1409239,ao_UmPiFCXg,30.0,40.0,/m/0l14j_
1409331,aonK2AOUwIk,100.0,110.0,/m/0l14j_
1409840,aq-QiqlID0Y,150.0,160.0,/m/0l14j_
1410349,ar9JMOGGCF0,17.0,27.0,/m/0l14j_
1410461,arRSQ9JuthY,70.0,80.0,/m/0l14j_
1410471,arSxNXAkHDc,140.0,150.0,/m/0l14j_
1410666,arvYPLPThCY,90.0,100.0,/m/0l14j_
1410772,as8pWc_Vyzg,120.0,130.0,/m/0l14j_
1410775,as8vzD9s6u0,20.0,30.0,/m/0l14j_
1410824,asGwNNA3txA,220.0,230.0,/m/0l14j_
1410833,asIYouhuStk,80.0,90.0,/m/0l14j_
1410921,asTtwyVCD2o,10.0,20.0,/m/0l14j_
1411223,atC4cWnWU8Q,30.0,40.0,/m/0l14j_
1411650,auE0vizOAk8,130.0,140.0,/m/0l14j_
1411877,auiq5ZKD6PI,510.0,520.0,/m/0l14j_
1411900,auliphFW38M,140.0,150.0,/m/0l14j_
1412089,avFVOn8Ivzw,20.0,30.0,/m/0l14j_
1412165,avSHqtQ9P6s,30.0,40.0,/m/0l14j_
1412727,awo4yGIJ7w8,10.0,20.0,/m/0l14j_
1413548,aydLFykLpnc,30.0,40.0,/m/0l14j_
1413648,aysU4o-Qwjk,30.0,40.0,/m/0l14j_
1413920,azYugAwvL-4,30.0,40.0,/m/0l14j_
1414263,b-ORPiihPQ4,120.0,130.0,/m/0l14j_
1414368,b-eu48w6Ldw,0.0,10.0,/m/0l14j_
1415158,b1R8aASvzG4,10.0,20.0,/m/0l14j_
1416060,b3PhhX3Lc9M,30.0,40.0,/m/0l14j_
1416326,b409K8_G9M8,110.0,120.0,/m/0l14j_
1416477,b4PTefduxLg,30.0,40.0,/m/0l14j_
1416546,b4ZglaPAisQ,30.0,40.0,/m/0l14j_
1416636,b4lPz7NBzws,70.0,80.0,/m/0l14j_
1418316,b8q-GAKyZzM,60.0,70.0,/m/0l14j_
1418317,b8q6Z7dtRvg,30.0,40.0,/m/0l14j_
1418722,b9ku19VpcB0,140.0,150.0,/m/0l14j_
1418974,bAKC_kyAx-I,90.0,100.0,/m/0l14j_
1419255,bB099U0yI1E,100.0,110.0,/m/0l14j_
1420972,bEypQpjSPls,40.0,50.0,/m/0l14j_
1421332,bFqXKNljYdc,0.0,10.0,/m/0l14j_
1421519,bGIwcwWJWyo,30.0,40.0,/m/0l14j_
1421609,bGVNVge2sUo,300.0,310.0,/m/0l14j_
1421671,bGcCXUgL9e8,30.0,40.0,/m/0l14j_
1421925,bHAI1aqtxJk,9.0,19.0,/m/0l14j_
1422165,bHlJEXRE6sI,30.0,40.0,/m/0l14j_
1422313,bI8KX57sgOI,30.0,40.0,/m/0l14j_
1422630,bIt9ToGG1Ms,30.0,40.0,/m/0l14j_
1423414,bKjA4pUPBFs,30.0,40.0,/m/0l14j_
1423545,bL1SFXtLVAA,0.0,10.0,/m/0l14j_
1423554,bL2bRJzmQ4I,30.0,40.0,/m/0l14j_
1423578,bL6tebDiK3o,30.0,40.0,/m/0l14j_
1423583,bL86-gr0QO0,30.0,40.0,/m/0l14j_
1423707,bLPjnCRkymI,20.0,30.0,/m/0l14j_
1425255,bPGJy5_Y7Xc,16.0,26.0,/m/0l14j_
1425261,bPHNeLrtSSY,50.0,60.0,/m/0l14j_
1425388,bPYYOXiQkmM,30.0,40.0,/m/0l14j_
1425396,bPZvBPD9edE,30.0,40.0,/m/0l14j_
1425465,bPhjkVcB60o,0.0,10.0,/m/0l14j_
1425506,bPmM6h-rizk,290.0,300.0,/m/0l14j_
1426124,bRHYLtuGkKs,130.0,140.0,/m/0l14j_
1426519,bSFUwzJjae8,30.0,40.0,/m/0l14j_
1427252,bTvhWJTY6DY,290.0,300.0,/m/0l14j_
1427405,bUFaSXkArpI,60.0,70.0,/m/0l14j_
1427772,bV9IYNFnUUc,10.0,20.0,/m/0l14j_
1427894,bVSWqbSaPi8,30.0,40.0,/m/0l14j_
1428730,bXQBUVUMBZM,30.0,40.0,/m/0l14j_
1430478,bab_4H0-6A0,240.0,250.0,/m/0l14j_
1430534,bajhckRHMdE,140.0,150.0,/m/0l14j_
1430786,bbMb3_TtZtw,100.0,110.0,/m/0l14j_
1431141,bcDJyH3SFu4,0.0,10.0,/m/0l14j_
1431364,bckPKy7PcW8,150.0,160.0,/m/0l14j_
1431458,bd-Cpz1e2SI,60.0,70.0,/m/0l14j_
1431509,bd77gmYzeYg,30.0,40.0,/m/0l14j_
1431600,bdIoWjQOizY,30.0,40.0,/m/0l14j_
1431620,bdLXwtxi_HQ,30.0,40.0,/m/0l14j_
1431909,be6F27jWmAI,60.0,70.0,/m/0l14j_
1432437,bfHT9M5Z7a8,30.0,40.0,/m/0l14j_
1433314,bhQ6dsvFA-8,30.0,40.0,/m/0l14j_
1433699,biOWy9b9sWw,30.0,40.0,/m/0l14j_
1433913,bivmquyJwDA,150.0,160.0,/m/0l14j_
1434283,bjqWHu1lII4,30.0,40.0,/m/0l14j_
1434333,bjx-k3POuXE,250.0,260.0,/m/0l14j_
1434489,bkM7_XFRQCU,30.0,40.0,/m/0l14j_
1434943,blRH32iNtro,0.0,10.0,/m/0l14j_
1435179,bm1se4KwHyA,30.0,40.0,/m/0l14j_
1435457,bmgKOgidLiE,40.0,50.0,/m/0l14j_
1436506,bpHKHoJybqQ,30.0,40.0,/m/0l14j_
1436771,bpvVflahU0g,80.0,90.0,/m/0l14j_
1436809,bq18NKkETfo,180.0,190.0,/m/0l14j_
1436820,bq2PSuol0Tc,150.0,160.0,/m/0l14j_
1438432,btoivfKC00Y,110.0,120.0,/m/0l14j_
1438693,buOqWpHDBRo,20.0,30.0,/m/0l14j_
1438850,bumTj4nbRx0,0.0,10.0,/m/0l14j_
1438993,bv54wt4M6Gs,80.0,90.0,/m/0l14j_
1439341,bvtbEEe2hbg,30.0,40.0,/m/0l14j_
1439701,bwn3WSXQLN8,30.0,40.0,/m/0l14j_
1439736,bwsOyG7GNYo,70.0,80.0,/m/0l14j_
1439981,bxRhqM-ay4U,320.0,330.0,/m/0l14j_
1440236,by5L9ADQsZM,10.0,20.0,/m/0l14j_
1440936,bzfylPVTpck,150.0,160.0,/m/0l14j_
1441161,c-CNntQ65Uc,0.0,10.0,/m/0l14j_
1441243,c-PRWkrdw5U,30.0,40.0,/m/0l14j_
1441823,c0rv4BBo3nY,30.0,40.0,/m/0l14j_
1442241,c1oU6q46ils,10.0,20.0,/m/0l14j_
1442571,c2XjFIQO3Ls,30.0,40.0,/m/0l14j_
1443747,c5FB1Nq6teQ,400.0,410.0,/m/0l14j_
1444057,c6-e3yDFPYY,10.0,20.0,/m/0l14j_
1444095,c64fbOk94zk,30.0,40.0,/m/0l14j_
1444932,c85d0yIYDR4,90.0,100.0,/m/0l14j_
1445247,c8sbcMNXSK8,70.0,80.0,/m/0l14j_
1445727,cA7UYuz8P_Q,200.0,210.0,/m/0l14j_
1446865,cD2f4smmIwI,0.0,10.0,/m/0l14j_
1446893,cD7Q9nM4Lg4,40.0,50.0,/m/0l14j_
1447279,cE3Xv6t2eFk,30.0,40.0,/m/0l14j_
1447742,cF6CQhEJq7k,90.0,100.0,/m/0l14j_
1448049,cFokFdm3msc,30.0,40.0,/m/0l14j_
1448574,cH3dRNC2Voo,50.0,60.0,/m/0l14j_
1449183,cIV9ElaDG4E,250.0,260.0,/m/0l14j_
1450154,cKx7jvHocHU,10.0,20.0,/m/0l14j_
1450201,cL2dtUW2iRA,80.0,90.0,/m/0l14j_
1450900,cMiqJlnp55c,10.0,20.0,/m/0l14j_
1450949,cMrCS1Ye_A0,30.0,40.0,/m/0l14j_
1453627,cTOqOzpdd-Y,10.0,20.0,/m/0l14j_
1453790,cTjtAq0fl1g,0.0,10.0,/m/0l14j_
1453856,cTunJRoUMN0,10.0,20.0,/m/0l14j_
1454080,cUQuFmBqQlM,250.0,260.0,/m/0l14j_
1454093,cUSbu0DLKLI,40.0,50.0,/m/0l14j_
1454613,cVebp8ONqYc,30.0,40.0,/m/0l14j_
1454664,cVlwwA3F6g8,70.0,80.0,/m/0l14j_
1454757,cW-TKWweNiQ,10.0,20.0,/m/0l14j_
1454806,cW6SUyrnNh0,30.0,40.0,/m/0l14j_
1455993,cYyyFCeGzc4,50.0,60.0,/m/0l14j_
1456160,cZO7-MVO2SU,30.0,40.0,/m/0l14j_
1456220,cZY01s9VWCQ,560.0,570.0,/m/0l14j_
1456480,c_AB_XSILp0,10.0,20.0,/m/0l14j_
1456877,ca-htXQzYCk,0.0,10.0,/m/0l14j_
1457029,caM--rY6hrM,30.0,40.0,/m/0l14j_
1457470,cbPYDXRqrTI,30.0,40.0,/m/0l14j_
1458122,cd0vcoiKRq8,230.0,240.0,/m/0l14j_
1458141,cd3h5GNeze0,40.0,50.0,/m/0l14j_
1458327,cdUlFJ89ejA,10.0,20.0,/m/0l14j_
1458518,cdzt_z-yTnU,60.0,70.0,/m/0l14j_
1458905,cev4oTRBWAw,100.0,110.0,/m/0l14j_
1459253,cfmEW62GPTE,340.0,350.0,/m/0l14j_
1459835,chDKc01JeMQ,430.0,440.0,/m/0l14j_
1459882,chM8ykCRN6E,40.0,50.0,/m/0l14j_
1459929,chVY8-Oj50I,340.0,350.0,/m/0l14j_
1460224,ciHvJDMuJrw,220.0,230.0,/m/0l14j_
1460295,ciSfi3NzGvs,20.0,30.0,/m/0l14j_
1460578,cj7yUk1z5M0,26.0,36.0,/m/0l14j_
1460881,cjs8otZh-wg,0.0,10.0,/m/0l14j_
1461103,ckLYQnMMu7g,30.0,40.0,/m/0l14j_
1461540,clNivBlYCxA,90.0,100.0,/m/0l14j_
1462034,cmWn5L4oUVg,80.0,90.0,/m/0l14j_
1462255,cn2dK28BawM,30.0,40.0,/m/0l14j_
1463342,cpgZvgr2CbI,50.0,60.0,/m/0l14j_
1463610,cqKOdGo31lA,40.0,50.0,/m/0l14j_
1463647,cqQvGrY3Sx0,80.0,90.0,/m/0l14j_
1463773,cqj6_WUzim0,230.0,240.0,/m/0l14j_
1464921,ctOFfbNB9YM,70.0,80.0,/m/0l14j_
1465266,cuEXNUlQGZI,0.0,10.0,/m/0l14j_
1465338,cuQDrBx5UKM,270.0,280.0,/m/0l14j_
1465624,cv8O-ATwBMU,0.0,10.0,/m/0l14j_
1466640,cxggy6rs3kg,80.0,90.0,/m/0l14j_
1467135,cyv_PsV71t8,250.0,260.0,/m/0l14j_
1467212,cz5l0Fc-VPo,30.0,40.0,/m/0l14j_
1467510,czmuihAbsXY,40.0,50.0,/m/0l14j_
1467594,czxqSUgQScA,30.0,40.0,/m/0l14j_
1468445,d0y_DEdF3uk,60.0,70.0,/m/0l14j_
1468470,d10g4vUiXiA,200.0,210.0,/m/0l14j_
1468922,d2-dbsKwIBU,60.0,70.0,/m/0l14j_
1469125,d2WL9ahhnhk,10.0,20.0,/m/0l14j_
1469405,d3AFIA0EylU,30.0,40.0,/m/0l14j_
1469447,d3HcSdvThTM,10.0,20.0,/m/0l14j_
1469458,d3J_aYbTaEE,30.0,40.0,/m/0l14j_
1470466,d5hYwjm4rDw,230.0,240.0,/m/0l14j_
1470705,d6FfR6sUq2I,50.0,60.0,/m/0l14j_
1470750,d6N22NfFPQU,0.0,10.0,/m/0l14j_
1471394,d7ok1u5z6Gc,170.0,180.0,/m/0l14j_
1471792,d8h2_SGhSOg,180.0,190.0,/m/0l14j_
1472237,d9pCiO9H65s,30.0,40.0,/m/0l14j_
1472260,d9twyRiOkF8,50.0,60.0,/m/0l14j_
1472872,dBHdZmCYJK8,80.0,90.0,/m/0l14j_
1472945,dBSgPoA5eeU,20.0,30.0,/m/0l14j_
1473182,dC32nNt674Q,140.0,150.0,/m/0l14j_
1474250,dEV747qyu7s,30.0,40.0,/m/0l14j_
1474693,dFYwR7Y44T8,260.0,270.0,/m/0l14j_
1475598,dHgazEBNyOc,10.0,20.0,/m/0l14j_
1476070,dIoWU-za5y8,30.0,40.0,/m/0l14j_
1476138,dIwiO9MmYMM,510.0,520.0,/m/0l14j_
1476288,dJJkhaiVDGo,320.0,330.0,/m/0l14j_
1476809,dKZkV3KmuTw,10.0,20.0,/m/0l14j_
1478120,dNi0dMCeAx4,30.0,40.0,/m/0l14j_
1478246,dO3N5vGorBA,70.0,80.0,/m/0l14j_
1478697,dP5Yuv1Odpk,180.0,190.0,/m/0l14j_
1479033,dPsftjD-keY,230.0,240.0,/m/0l14j_
1479565,dR6SgaiL-4c,30.0,40.0,/m/0l14j_
1480917,dUCddE9LEQ4,60.0,70.0,/m/0l14j_
1480994,dUMoQulezDs,30.0,40.0,/m/0l14j_
1481219,dUvZ6-IVo34,20.0,30.0,/m/0l14j_
1482624,dYIf0bLDxGc,10.0,20.0,/m/0l14j_
1483636,d_kK2IbauXc,30.0,40.0,/m/0l14j_
1483714,d_udISB11qY,380.0,390.0,/m/0l14j_
1483784,da3zrPdxtkM,300.0,310.0,/m/0l14j_
1486844,dhGpZM55Nd0,60.0,70.0,/m/0l14j_
1486902,dhPR3ZY-pGU,290.0,300.0,/m/0l14j_
1487115,dhraMl7-_uo,30.0,40.0,/m/0l14j_
1487269,diB_yhrD0_M,30.0,40.0,/m/0l14j_
1488014,djxX-NJMgzo,30.0,40.0,/m/0l14j_
1488592,dlM1oAoUilw,80.0,90.0,/m/0l14j_
1488856,dltItIGDKCQ,30.0,40.0,/m/0l14j_
1489146,dm_jdELi1f8,10.0,20.0,/m/0l14j_
1489203,dmiGbEEAz-Y,130.0,140.0,/m/0l14j_
1489807,do4j6qSVhb0,320.0,330.0,/m/0l14j_
1491381,drjxQD56qDE,130.0,140.0,/m/0l14j_
1491516,ds3o5_iB5Ow,50.0,60.0,/m/0l14j_
1491775,dsjPSk5ZP9Y,40.0,50.0,/m/0l14j_
1492039,dtNyNi4kksg,480.0,490.0,/m/0l14j_
1492296,du2XI6luzA0,270.0,280.0,/m/0l14j_
1492329,du9Ur6NFdGE,30.0,40.0,/m/0l14j_
1492500,duWi4WSRD3c,200.0,210.0,/m/0l14j_
1492597,duko7NVEWms,110.0,120.0,/m/0l14j_
1492784,dvDpnxXCplo,30.0,40.0,/m/0l14j_
1493206,dwH-01KyJGA,30.0,40.0,/m/0l14j_
1493552,dx7fzlMIdr0,30.0,40.0,/m/0l14j_
1493879,dxupmd1Vqj8,20.0,30.0,/m/0l14j_
1494437,dzIHrK2XC3M,30.0,40.0,/m/0l14j_
1495122,e0--Tcyv9dg,30.0,40.0,/m/0l14j_
1495146,e02bn9ypSWc,60.0,70.0,/m/0l14j_
1495669,e1HPWPmGX40,220.0,230.0,/m/0l14j_
1495732,e1SxlLsy3Cc,30.0,40.0,/m/0l14j_
1496632,e3dr16CJ-WE,230.0,240.0,/m/0l14j_
1496940,e4OddzfFxkA,60.0,70.0,/m/0l14j_
1496958,e4RyTmIdT1M,30.0,40.0,/m/0l14j_
1497046,e4eLK-XArFI,160.0,170.0,/m/0l14j_
1497127,e4o9Shl0HYU,60.0,70.0,/m/0l14j_
1497566,e5r8s2DpeZ8,30.0,40.0,/m/0l14j_
1497595,e5w8yVQCaO0,50.0,60.0,/m/0l14j_
1497697,e6AlQBSW5vM,30.0,40.0,/m/0l14j_
1497958,e6lLSGEh9Ec,60.0,70.0,/m/0l14j_
1499220,e9qwNnvrgl8,60.0,70.0,/m/0l14j_
1502190,eGv2G2kTR18,100.0,110.0,/m/0l14j_
1502257,eH4Z9QUXs7g,70.0,80.0,/m/0l14j_
1502600,eHxuwUNySBQ,30.0,40.0,/m/0l14j_
1503673,eKQbrGgmmVo,270.0,280.0,/m/0l14j_
1503820,eKkrZEmYBbI,30.0,40.0,/m/0l14j_
1504046,eLE2c4AoC1g,30.0,40.0,/m/0l14j_
1504194,eLYi547vp_4,310.0,320.0,/m/0l14j_
1505177,eNiNlEywWA4,210.0,220.0,/m/0l14j_
1505240,eNrszC4P5nA,30.0,40.0,/m/0l14j_
1505461,eOMqf9-0jZ0,60.0,70.0,/m/0l14j_
1505525,eOWQU7giGFM,13.0,23.0,/m/0l14j_
1505883,ePJZn6tE7Ls,20.0,30.0,/m/0l14j_
1506130,ePwVMIyrhyo,180.0,190.0,/m/0l14j_
1506137,ePx1dD5xS5Q,20.0,30.0,/m/0l14j_
1506436,eQgkOz8gQU4,20.0,30.0,/m/0l14j_
1507695,eTgxEUMv-_A,160.0,170.0,/m/0l14j_
1508330,eVCwHrtgnMI,20.0,30.0,/m/0l14j_
1508795,eWJ1CKFCuDs,90.0,100.0,/m/0l14j_
1509067,eWxRqVfMO-c,340.0,350.0,/m/0l14j_
1509143,eX5Zgqn-uRc,40.0,50.0,/m/0l14j_
1509459,eXmjsLCgncc,0.0,10.0,/m/0l14j_
1509495,eXsv3-F6iCA,30.0,40.0,/m/0l14j_
1509499,eXtB9EwR7UA,50.0,60.0,/m/0l14j_
1509644,eYFcuOtJwhk,30.0,40.0,/m/0l14j_
1510866,ea5NkPLJ7-I,30.0,40.0,/m/0l14j_
1511373,ebGN4zquZGg,0.0,10.0,/m/0l14j_
1511574,ebm4VLtdxLg,30.0,40.0,/m/0l14j_
1511892,ec_bCG4RuGQ,50.0,60.0,/m/0l14j_
1511925,ecekx1IMgJM,140.0,150.0,/m/0l14j_
1511937,ecgRGQ0DQKY,190.0,200.0,/m/0l14j_
1511986,ecpAeG03gJA,0.0,10.0,/m/0l14j_
1512309,edbpzI-zPQU,30.0,40.0,/m/0l14j_
1513342,eg5gTw-l7n4,30.0,40.0,/m/0l14j_
1513564,egdYFJMn548,90.0,100.0,"/m/02bxd,/m/0l14j_"
1513913,ehUJ_9oFYxI,20.0,30.0,/m/0l14j_
1514179,ei6aNW-NvMo,400.0,410.0,/m/0l14j_
1514552,ej1TKgGmiFw,420.0,430.0,/m/0l14j_
1515619,elb5FiimnEo,30.0,40.0,/m/0l14j_
1516826,eo_KjO9FYKU,50.0,60.0,/m/0l14j_
1517075,ep83cUcGy6g,300.0,310.0,/m/0l14j_
1517100,epBeYwpv2vY,30.0,40.0,/m/0l14j_
1517387,epoKW-p1FGk,260.0,270.0,/m/0l14j_
1517402,epqEejJP5ZU,30.0,40.0,/m/0l14j_
1517863,er0U13uufrk,0.0,10.0,/m/0l14j_
1518036,erQW3ltbtkw,100.0,110.0,/m/0l14j_
1518338,esA22Tsel6A,340.0,350.0,/m/0l14j_
1518484,esY-HKICZSo,0.0,10.0,/m/0l14j_
1518600,esndMKpyn1U,40.0,50.0,/m/0l14j_
1519029,etnr0LG2vDM,60.0,70.0,/m/0l14j_
1519450,euny0Yzkuh4,0.0,10.0,/m/0l14j_
1519937,ew3Vog5w_lw,160.0,170.0,/m/0l14j_
1520285,ewvmXTziJnk,30.0,40.0,/m/0l14j_
1521136,eyuJWz1rSQo,130.0,140.0,/m/0l14j_
1521858,f-TZlaKS42Q,100.0,110.0,/m/0l14j_
1521904,f-ZMZZ_U3pQ,30.0,40.0,/m/0l14j_
1522964,f26U45EvOPk,30.0,40.0,/m/0l14j_
1523996,f4OOc6MpIGA,350.0,360.0,/m/0l14j_
1524250,f4y5BrM5jYs,140.0,150.0,/m/0l14j_
1524609,f5pPL7Ag7Vc,10.0,20.0,/m/0l14j_
1524980,f6geCHWrREw,40.0,50.0,/m/0l14j_
1525252,f7JxJPIQRDE,40.0,50.0,/m/0l14j_
1525468,f7sQ_pGL_1k,240.0,250.0,/m/0l14j_
1525871,f8kZ4JHGItE,30.0,40.0,/m/0l14j_
1525996,f925_6LoFj0,30.0,40.0,/m/0l14j_
1526222,f9Z-OvQkgKk,110.0,120.0,/m/0l14j_
1526771,fAngQ6cp2KU,30.0,40.0,/m/0l14j_
1527044,fBTVkmCPgwA,30.0,40.0,/m/0l14j_
1527106,fBaUCw8hCzY,220.0,230.0,/m/0l14j_
1527189,fBnoMpOeKSU,0.0,10.0,/m/0l14j_
1527850,fDU2mMTpExQ,40.0,50.0,/m/0l14j_
1527896,fDb3GYw6bvI,90.0,100.0,/m/0l14j_
1528308,fE_tEm160yY,70.0,80.0,/m/0l14j_
1528549,fFDmQYX13DM,30.0,40.0,/m/0l14j_
1528649,fFTB4zSvoU0,10.0,20.0,/m/0l14j_
1529159,fGcYW5Udv8U,30.0,40.0,/m/0l14j_
1529442,fHFLBT8fdzc,140.0,150.0,/m/0l14j_
1530104,fIsAh2rWnAc,30.0,40.0,/m/0l14j_
1530191,fJ4lys8SXIM,30.0,40.0,/m/0l14j_
1530837,fKcJW9zUayk,20.0,30.0,/m/0l14j_
1531503,fMAVjqYUsFE,30.0,40.0,/m/0l14j_
1531520,fMDUPPjFzGg,30.0,40.0,/m/0l14j_
1531921,fN7oTnshv-8,30.0,40.0,/m/0l14j_
1532168,fNg7OD3tQqQ,30.0,40.0,/m/0l14j_
1532866,fPTYxXkGTiY,0.0,10.0,/m/0l14j_
1533640,fRHMdzIdj0Y,70.0,80.0,/m/0l14j_
1534052,fSLVH7GpcMg,30.0,40.0,/m/0l14j_
1534407,fTEzw73ezW0,30.0,40.0,/m/0l14j_
1535059,fUwqmExk1ko,150.0,160.0,/m/0l14j_
1535090,fV1WFjXCtDE,30.0,40.0,/m/0l14j_
1535583,fWFF9c4DNYk,420.0,430.0,/m/0l14j_
1535744,fWcS1x81HWA,112.0,122.0,/m/0l14j_
1535874,fWxVS1hcqKY,50.0,60.0,/m/0l14j_
1536482,fYOFpuJWCjw,14.0,24.0,/m/0l14j_
1536487,fYPCNKn0pLI,40.0,50.0,/m/0l14j_
1537131,fZvMWoX3yOU,480.0,490.0,/m/0l14j_
1538196,fbRwmZ4HVvc,20.0,30.0,/m/0l14j_
1538455,fc6JoQgPfzs,80.0,90.0,/m/0l14j_
1539021,fdQ5JAHu3PA,400.0,410.0,/m/0l14j_
1539500,fe_W9GZBhUA,30.0,40.0,/m/0l14j_
1539637,fexoQ6PHhiU,280.0,290.0,/m/0l14j_
1540042,ffsSQrf09Vg,0.0,10.0,/m/0l14j_
1540286,fgYw7bjICNw,30.0,40.0,/m/0l14j_
1540418,fgs8uZaNOlE,30.0,40.0,/m/0l14j_
1540487,fh0TVW7uZXo,30.0,40.0,/m/0l14j_
1541265,fimCvUVIX0U,250.0,260.0,/m/0l14j_
1541449,fjD1go-xYfU,190.0,200.0,/m/0l14j_
1541550,fjRp6pddZKs,310.0,320.0,/m/0l14j_
1541934,fkO86uhHo44,0.0,10.0,/m/0l14j_
1542210,fl-A3WOcC50,30.0,40.0,/m/0l14j_
1542409,flWdJFNFZJY,30.0,40.0,/m/0l14j_
1542654,fm6M32gQ8Oc,30.0,40.0,/m/0l14j_
1542671,fm7zZQWGR8o,30.0,40.0,/m/0l14j_
1542771,fmORDb06MgA,30.0,40.0,/m/0l14j_
1543135,fnIMMiuey0U,30.0,40.0,/m/0l14j_
1543576,foRuUMgPC4I,320.0,330.0,/m/0l14j_
1544574,fqmt3Bqp6kg,40.0,50.0,/m/0l14j_
1544691,fr3sZ4I0eWU,270.0,280.0,/m/0l14j_
1544862,frT0jqc1w9Q,0.0,10.0,/m/0l14j_
1544907,fr_FH1gTH84,130.0,140.0,/m/0l14j_
1545459,fsuQSh1IecA,30.0,40.0,/m/0l14j_
1547024,fwXrcSYlTbM,30.0,40.0,/m/0l14j_
1547276,fx80m68rYjw,120.0,130.0,/m/0l14j_
1547300,fxBZnnTRBN0,220.0,230.0,/m/0l14j_
1547338,fxGqXFJmAvc,70.0,80.0,/m/0l14j_
1547574,fxrrIShugd8,200.0,210.0,/m/0l14j_
1548263,fzZbzJAEE8w,140.0,150.0,/m/0l14j_
1548559,g-IZFH5p02M,300.0,310.0,/m/0l14j_
1549889,g2XvOKEWmss,0.0,10.0,/m/0l14j_
1550122,g38P4wD0hfU,30.0,40.0,/m/0l14j_
1550405,g3pv-lPvgtw,30.0,40.0,/m/0l14j_
1550422,g3sCQqEVb98,30.0,40.0,/m/0l14j_
1551503,g6OGz1Z3qBA,10.0,20.0,/m/0l14j_
1552656,g95rQfXXFUM,30.0,40.0,/m/0l14j_
1553575,gBXTIYLOIMs,70.0,80.0,/m/0l14j_
1553852,gCCbIkCcRKk,30.0,40.0,/m/0l14j_
1556765,gJHUO2_L8QA,510.0,520.0,/m/0l14j_
1557309,gKbagVCXaLA,10.0,20.0,/m/0l14j_
1558427,gNO_xMbzYoc,30.0,40.0,/m/0l14j_
1558606,gNpuRBO8YlY,260.0,270.0,/m/0l14j_
1558677,gO2m-_ooi-I,10.0,20.0,/m/0l14j_
1558713,gO8clscVywY,10.0,20.0,/m/0l14j_
1558898,gO_NoPPTWr8,230.0,240.0,/m/0l14j_
1559050,gOxWonv_kuo,30.0,40.0,/m/0l14j_
1559171,gPDbu6C5xIQ,30.0,40.0,/m/0l14j_
1559305,gPZegWFWO8Y,30.0,40.0,/m/0l14j_
1559492,gQ1rrz6X2hg,50.0,60.0,/m/0l14j_
1560016,gRLXUEvK2rE,90.0,100.0,/m/0l14j_
1560066,gRSom_EbXcM,320.0,330.0,/m/0l14j_
1560127,gRe-tos_vhw,70.0,80.0,/m/0l14j_
1560212,gRrKN2PrUik,1.0,11.0,/m/0l14j_
1560356,gSCkvsOaDgc,30.0,40.0,/m/0l14j_
1560993,gTfm3ohJZ2I,30.0,40.0,/m/0l14j_
1561216,gUBXCB7IDkk,570.0,580.0,/m/0l14j_
1561249,gUJQiR90qNg,30.0,40.0,/m/0l14j_
